,notebook_id,total_execution_time,name,tdp_watts,total_co2_emissions
73,0bf727e907,550.5674019702647,RTX A6000,300,0.04175136131607841
74,0c048b3a43,2423.1278716484658,Intel Xeon E5-2699,145,0.08881436740667084
75,0c1c995b77,143.80598722813156,Intel Xeon E5-2630v4,85,0.0030898314200266605
76,0c215f1942,1556.2914847108298,Intel Xeon E5-2650,105,0.041306569823366605
77,0cd6a652ed,460.4356555418898,Intel Xeon Gold 5220,125,0.014548487727191656
78,0d0871f080,1418.831121204003,Intel Xeon Gold 6148,150,0.053797346678985114
79,0d0fd7c6e0,1776.1928575097638,AMD EPYC 7763,280,0.1257149833593022
80,0d7de1aca9,4772.278446929176,A100 PCIe 40/80GB,250,0.30158148518788547
81,0d8080853a,884.3980291180673,A100 SXM4 80 GB,400,0.08942246738860458
82,0d9095b0d6,1392.2579983476674,AGX Xavier,30,0.010557956487469811
83,0deb1c5481,554.8462675253386,AMD RX480,150,0.021037920977002425
84,0e4a2c65bd,2428.645141142897,GTX 1080 Ti,250,0.15347688044722474
85,0e4e946668,5280.868152037094,GTX 1080,180,0.24027950091768777
86,0e4f5cc9f4,1975.183859245874,GTX 750,250,0.12482064666067676
87,0e55666a4a,903.2404033904743,GTX TITAN X,250,0.05707977549203692
88,0e7e05fa10,725.8848721398228,Quadro K6000,225,0.04128470210295243
89,0e900ad84f,6982.917964217888,Quadro P6000,250,0.44128162134988047
90,0e9d935f7e,493.844811788753,RTX 2080 Ti,250,0.031208248522761474
91,0ebcc77dc7,3911.974180505542,RTX 2080,215,0.21260493011553033
92,0ed9422357,598.1527660738261,RTX 8000,260,0.039311929014740905
93,0f2c9a93ee,3170.209330035339,T4,70,0.05609509286756976
94,0f46c64b74,1560.9726369760235,Tesla K40c,245,0.09667190261494568
95,0f65caf0a7,967.6811011096586,Tesla K80,300,0.07338248350081578
96,0f840be9b8,610.9310762855109,Tesla M40 24GB,250,0.038607449959709376
97,0f96613235,332.78585728759845,Tesla P100,250,0.021030217370257957
98,0fcbc61acd,1061.4508982908822,Tesla P40,250,0.06707779982254881
99,0ff8033cf9,4028.2758560001894,Tesla V100-PCIE-16GB,300,0.30547758574668105
100,100d9f30ca,1574.5111607110234,Tesla V100-SXM2-16GB,250,0.09950035807271052
101,102f0bb6ef,1249.0222821645555,Tesla V100-SXM2-32GB,300,0.09471752306414546
102,1068c6e4c8,1962.8244149492507,Titan RTX,280,0.13892435025807476
103,109a0ca3bc,266.69993081438633,Titan V,250,0.016853953961186913
104,10a5ab2db3,5897.139979238212,TITAN X Pascal,250,0.3726664847990815
105,10c66082c1,271.3809901183234,Titan Xp,250,0.017149770903310713
106,1138d90ef0,692.5791488437666,TPUv2 Chip,221,0.03869016461776942
107,1160453108,563.9235273325096,TPUv3 Chip,283,0.04034089610942811
108,1192265fb3,153.5828517969165,RTX 3080,320,0.012423146234239468
109,124461dcd3,13425.169273937936,RTX 3080 TI,350,1.187754559374787
